KESİNTİ_NO,cagri_count
2342571,5.02026559747953
2361468,7.232415459866285
2361553,7.514191253601267
2334266,10.33485005621337
2366079,2.9164710235645868
2343623,6.304754736932198
2364487,5.044968688508879
2354509,15.342776619453373
2362482,18.23405515702837
2362199,3.4852733608233355
2349617,7.633029066627921
2340381,10.959359571285363
2343075,5.642265372218231
2361526,4.9135713285977465
2353593,5.288970650690132
2349840,41.89929960447491
2338935,12.823420004923962
2353597,20.198252399012016
2353987,12.005576684819896
2354045,24.23642761774535
2358651,5.757486980637527
2336025,2.966730759739087
2356584,5.71853408212048
2361761,3.6635955323070037
2337500,5.803997341803753
2343426,12.158828531294237
2338555,45.94444611587003
2332520,4.440061327616827
2359966,10.79733930727401
2356604,86.28168026480422
2336038,13.62274401673086
2337087,24.640005335239263
2316667,10.414509215430467
2344212,4.498069045452936
2342213,4.666827385078206
2337169,20.66302358759307
2316749,2.040900152667543
2322076,7.292714823179837
2360233,0.9362381303892686
2347538,5.817234488935026
2359651,0.9362381303892686
2343781,6.369878384639983
2343955,4.407512486959801
2344406,0.5804186551875052
2342458,2.4581316856056463
2361831,0.22694055823510062
2343439,0.264375802799013
2342613,2.453429161557599
2337121,5.608994791856565
2321955,2.4908167264500483
2322453,3.9338051362012183
2343251,6.1028588943229645
2339290,0.75145400030633
2333014,3.185525212407938
2334256,3.930221351303208
2342042,5.560221404812877
2341752,3.567998296689584
2342554,6.047674135289142
2358716,5.082587099710106
2344145,6.665032266637386
2341249,2.9821888613406893
2361088,88.17985040665951
2347324,2.8234877660655093
2339156,5.599567677982942
2352180,5.428353314989453
2315993,9.275747995050395
2334342,9.689842498742063
2348618,16.50953799143294
2336622,3.229208511357297
2347995,13.17637814688371
2355893,5.8964299297480665
2334471,3.098160000743828
2357351,6.196701769903052
2353267,6.851152264965308
2320009,3.3578163954199054
2318462,4.192250330117203
2355214,4.081780378017724
2346715,69.06481377472191
2364018,9.38142290610155
2351793,11.490167570100068
2355679,4.016570884576743
2342325,47.03845782512797
2355803,15.967001684208798
2353909,28.111069380164658
2361355,17.553593497286485
2342167,35.82448935608795
2353552,10.036281363538741
2338946,6.09668824348321
2361496,4.482349331403909
2345729,6.61228354640031
2341648,5.321728050538511
2348984,6.975481585950635
2361884,4.616204990863358
2361934,4.616204990863358
2342729,4.6476002393002895
2317614,4.048837905763211
2345161,3.89954647617433
2344124,6.018658724750568
2355655,7.6445807003110335
2344714,4.379166432990439
2357847,3.4704659648187883
2348091,23.445041179068667
2321522,1.4192789787680737
2354156,10.199412039625196
2359767,2.6088186426738473
2354910,5.101551354286446
2322364,3.1612222592986927
2344909,6.013327634604947
2335942,3.1043752487638345
2363532,4.213915525094057
2350102,4.523387158858978
2343723,7.5410837802631425
2358328,5.452461447675004
2337033,16.63942036439842
2347008,5.037955274331493
2336440,4.93914204008034
2332750,6.142161056218087
2340401,5.497461962124673
2339559,5.484602021645778
2346866,2.6901237204130672
2353005,23.046850977345542
2357536,4.819650743923518
2357613,5.424522790026158
2354919,5.78320482213822
2320464,2.966730759739087
2345997,6.480069735076837
2344619,6.913650073926016
2320562,3.8073253427758504
2340897,5.779919228517951
2362051,4.657819252280979
2360050,74.6752989189437
2348009,54.98464502113211
2359570,3.1538372004710133
2356060,23.151723891000536
2338107,8.274282134335257
2342644,6.945747471173907
2342737,4.275311977378067
2341845,2.4085650821296243
2343872,6.571920539929084
2341813,7.0922258561870954
2361227,4.707175517018598
2342329,3.4699461438519426
2316639,69.38415177331036
2342229,4.297151507638782
2359588,3.519956787440443
2358070,6.004576455040624
2338142,3.9927832351250445
2339347,3.58733692443242
2364765,3.1538372004710133
2345955,3.058295113484578
2317478,2.2493041634626856
2339124,5.519100405195391
2355837,3.7790177346982485
2361604,5.121697535525045
2361571,4.842290416204833
2337112,5.677892862680829
2358406,15.220729723830447
2337088,5.092924608812631
2350266,4.995209475114947
2355885,4.7801374610082314
2320430,2.953939274875288
2346005,10.865475236798797
2349777,5.853098826020026
2321126,6.767070084712193
2360814,5.190147007075496
2338809,6.835475356087064
2340842,4.437700504892036
2364565,5.86652615105401
2333015,9.729066823075243
2336126,32.788009648020946
2317362,13.308582117874368
2345541,19.013204772803565
2346001,8.297456034734244
2348682,10.476799536332514
2365456,3.507304424950604
2337990,95.28628302158882
2355307,7.933122436869696
2358702,5.0497353677819925
2358629,3.762468426506822
2317635,2.2898527389833587
2344796,2.8630053573566867
2345055,3.4473559424013254
2322189,2.953939274875288
2350405,6.515957069312274
2339875,18.962767882161536
2359617,3.3630836990820643
2350064,0.0
2351789,3.8377627287630762
2341790,2.4628679769937603
2353856,45.549457050445504
2364191,4.401609902695428
2321736,3.8939200120159354
2334259,7.539455418427602
2354077,8.312451544356524
2345097,38.353947121575516
2356932,3.6503339727629593
2321806,2.991557686076515
2349109,4.485885737462176
2344155,47.03756173084431
2344127,28.923373675282622
2332678,1.9464701241046727
2319176,7.251671170982071
2317927,4.367797867887093
2347581,4.50337951343175
2345757,13.398606144688559
2354144,2.801226941896581
2336673,3.202415974762186
2358742,5.317920475358845
2363166,5.595242870391084
2353560,5.823408534818955
2351552,5.755452573786898
2343766,2.989932122319296
2362253,12.867203603806416
2365096,2.7709754073983364
2341354,163.91187822090382
2357607,5.510374591656778
2352780,3.701703896749706
2345567,4.88102135890637
2346336,3.636247326515035
2349247,7.301894588628648
2332845,9.763893264695954
2360720,6.956140039631767
2353222,4.698643031111186
2341208,0.0
2343853,8.747547302993882
2360639,5.437175152515995
2362299,4.486420814131058
2364448,3.9227031045058753
2320905,20.178624339772632
2340003,3.8770008101734468
2346754,8.302407237186943
2340515,7.967132706484042
2358167,3.5783803371479066
2320700,286.0816113653118
2344284,3.504040911167626
2333361,3.4027348222860554
2318441,31.7700373613983
2332948,3.75590742317514
2321436,5.5249040971200944
2349876,6.883044004794055
2349596,3.7659275745984404
2345559,1.8220015472110047
2345895,6.14007720302126
2357817,3.454931014697932
2355939,1.2139250218684339
2356685,3.1101233076628794
2344409,0.4271599129674973
2340700,0.22529198156615624
2358729,1.6689809105320008
2364611,6.7895491280016955
2358754,54.63592140959498
2358877,0.0
2321419,3.9523636246662237
2358832,1.2656046261858893
2358845,0.0
2358734,2.024862518045444
2350126,2.9227170468615427
2351279,0.4126194351823628
2317169,191.67739045088263
2365286,4.677635902108497
2356681,2.0861183210545446
2365644,0.41141110911632545
2359762,0.026653740939762367
2354434,0.8120247158779631
2354465,1.979502075145136
2334351,0.9915039793663238
2317238,1.4219280349768957
2339287,0.0
2341747,0.0
2319340,0.11997149093370442
2318508,1.1865946593281567
2318502,1.1865946593281567
2317167,2.444024475129111
2337939,0.0
2354401,0.7679509722064884
2339335,0.23993989408519376
2354549,0.0237760354948384
2356730,1.2987998361340198
2366073,5.3153456043486065
2338786,3.7315576503009598
2340466,5.757906343622721
2361757,15.696331794069183
2334450,2.3868073840858717
2361359,1.978755647763551
2357203,5.170680751888907
2344068,37.40690616643443
2347999,19.4716049716299
2346959,21.472257547567935
2343971,52.01516114097893
2333513,4.708848621076009
2352416,0.0
2318525,3.273124760170573
2354598,1.273001525198392
2360155,0.0
2347012,0.7878962198055346
2335679,0.19569399902924997
2352411,0.0
2354539,2.3483896646875473
2346364,0.0
2317159,12.794530631791686
2350435,33.57718316073597
2353072,1.1566081100027275
2352023,1.3725331247930734
2356851,67.53914760346709
2334454,42.5677494661771
2317140,231.60444669438345
2343713,5.7475488584290835
2344039,5.056704997073776
2350725,3.6217068487299007
2337048,4.109225581065541
2341122,5.560221404812877
2333038,5.798898559457309
2359231,19.19110108804055
2361686,6.119000108089357
2358910,8.325372386140845
2356725,5.92055751630844
2356678,2.4823514418196475
2336627,6.644121032954846
2336685,18.782281204282736
2338505,6.252521695489053
2362418,1.3323729675901141
2346100,8.297456034734244
2344592,5.352489363218526
2317465,3.5466609245640894
2318782,3.654653698064708
2319886,4.083564632320911
2336456,2.9526840954430194
2364607,27.074748201738924
2342332,9.624892279579784
2358095,3.2124208865025223
2360583,3.207315304908929
2340421,5.739063466227451
2339595,3.744210012790799
2345404,6.283082002904721
2320549,2.7016063507840835
2340927,3.4527944668130433
2365360,3.454931014697932
2348800,5.098663304232121
2319016,1.3899396137103077
